pl_name,hostname,sy_pnum,discoverymethod,disc_year,disc_facility,sy_dist,sy_disterr1,sy_disterr2
LHS 1815 b,LHS 1815,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),29.8424,0.0239,-0.0239
LHS 3154 b,LHS 3154,1,Radial Velocity,2023,McDonald Observatory,15.7606,0.018,-0.018
LHS 3844 b,LHS 3844,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),14.8846,0.0113,-0.0113
LHS 475 b,LHS 475,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),12.4814,0.0065,-0.0065
LP 261-75 b,LP 261-75 A,1,Imaging,2006,Apache Point Observatory,33.928,0.15965,-0.15965
LP 714-47 b,LP 714-47,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),52.616,0.11525,-0.11525
LP 791-18 b,LP 791-18,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),26.4927,0.064,-0.0638
LP 791-18 c,LP 791-18,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),26.4927,0.064,-0.0638
LP 791-18 d,LP 791-18,3,Transit,2023,Spitzer Space Telescope,26.4927,0.064,-0.0638
LP 890-9 b,LP 890-9,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),32.4298,0.0702,-0.0699
LP 890-9 c,LP 890-9,2,Transit,2022,SPECULOOS Southern Observatory,32.4298,0.0702,-0.0699
LSPM J2116+0234 b,LSPM J2116+0234,1,Radial Velocity,2019,Calar Alto Observatory,17.6297,0.01865,-0.01865
LTT 1445 A b,LTT 1445 A,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),6.86929,0.003805,-0.003805
LTT 1445 A c,LTT 1445 A,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),6.86929,0.003805,-0.003805
LTT 3780 b,LTT 3780,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),21.9814,0.0403,-0.0402
LTT 3780 c,LTT 3780,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),21.9814,0.0403,-0.0402
LTT 9779 b,LTT 9779,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),80.4373,0.3174,-0.315
LkCa 15 b,LkCa 15,2,Imaging,2015,Large Binocular Telescope Observatory,158.152,1.223,-1.204
LkCa 15 c,LkCa 15,2,Imaging,2015,Large Binocular Telescope Observatory,158.152,1.223,-1.204
Luhman 16 b,Luhman 16 A,1,Imaging,2017,Multiple Observatories,,,
Lupus-TR-3 b,Lupus-TR-3,1,Transit,2007,Multiple Observatories,773.409,333.601,-179.29
M62H b,M62H,1,Pulsar Timing,2024,South African Radio Astronomy Observatory (SAR,,,
MASCARA-1 b,MASCARA-1,1,Transit,2017,Multiple Observatories,182.273,1.963,-1.922
MASCARA-4 b,MASCARA-4,1,Transit,2020,Multiple Observatories,170.696,0.938,-0.928
MOA-2007-BLG-192L b,MOA-2007-BLG-192L,1,Microlensing,2008,MOA,1000,400,-400
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,1,Microlensing,2008,MOA,6890,770,-770
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,1,Microlensing,2009,MOA,7700,1100,-1100
MOA-2008-BLG-379L b,MOA-2008-BLG-379L,1,Microlensing,2013,MOA,3300,1300,-1200
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,1,Microlensing,2011,MOA,3040,330,-330
MOA-2009-BLG-319L b,MOA-2009-BLG-319L,1,Microlensing,2010,MOA,7050,710,-710
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,1,Microlensing,2010,MOA,5690,2180,-2190
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,1,Microlensing,2012,MOA,2800,400,-400
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,1,Microlensing,2018,MOA,3500,400,-400
MOA-2010-BLG-328L b,MOA-2010-BLG-328L,1,Microlensing,2013,MOA,810,100,-100
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,1,Microlensing,2015,MOA,6430,1090,-1150
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,1,Microlensing,2012,MOA,2300,600,-600
MOA-2011-BLG-028L b,MOA-2011-BLG-028L,1,Microlensing,2016,MOA,7380,520,-620
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,1,Microlensing,2014,MOA,7200,800,-800
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,1,Microlensing,2018,MOA,4400,1400,-1400
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,1,Microlensing,2012,MOA,7720,440,-440
MOA-2011-BLG-322L b,MOA-2011-BLG-322L,1,Microlensing,2013,MOA,7560,910,-910
MOA-2012-BLG-006L b,MOA-2012-BLG-006L,1,Microlensing,2017,Multiple Observatories,5300,800,-1300
MOA-2012-BLG-505L b,MOA-2012-BLG-505L,1,Microlensing,2017,MOA,7210,1140,-1110
MOA-2013-BLG-220L b,MOA-2013-BLG-220L,1,Microlensing,2014,MOA,6720,590,-590
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,1,Microlensing,2016,MOA,850,80,-80
MOA-2015-BLG-337L b,MOA-2015-BLG-337L,1,Microlensing,2018,MOA,7100,1100,-1000
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,1,Microlensing,2017,MOA,6500,1000,-1000
MOA-2016-BLG-319L b,MOA-2016-BLG-319L,1,Microlensing,2018,MOA,6800,1200,-1400
MOA-2016-BLG-526L b,MOA-2016-BLG-526L,1,Microlensing,2024,MOA,6930,750,-750
MOA-2019-BLG-008L b,MOA-2019-BLG-008L,1,Microlensing,2022,MOA,2700,300,-300
MOA-2020-BLG-135L b,MOA-2020-BLG-135L,1,Microlensing,2022,MOA,7900,1000,-1000
MOA-2020-BLG-208L b,MOA-2020-BLG-208L,1,Microlensing,2023,MOA,7490,990,-1130
MOA-2022-BLG-249L b,MOA-2022-BLG-249L,1,Microlensing,2023,MOA,2000,420,-420
MOA-2022-BLG-563L b,MOA-2022-BLG-563L,1,Microlensing,2024,MOA,6530,1120,-1570
MOA-bin-1L b,MOA-bin-1L,1,Microlensing,2012,MOA,5100,1200,-1900
MOA-bin-29 b,MOA-bin-29,1,Microlensing,2019,MOA,7120,1150,-1050
MWC 758 c,MWC 758,1,Imaging,2023,Large Binocular Telescope Observatory,159.537,1.742,-1.706
MXB 1658-298 b,MXB 1658-298,1,Eclipse Timing Variations,2017,Multiple Observatories,,,
NGC 2682 Sand 1429 b,NGC 2682 Sand 1429,1,Radial Velocity,2024,Multiple Observatories,852.793,29.499,-27.625
NGC 2682 Sand 364 b,NGC 2682 Sand 364,1,Radial Velocity,2014,Multiple Observatories,817.192,39.553,-36.128
NGC 2682 Sand 978 b,NGC 2682 Sand 978,1,Radial Velocity,2017,Multiple Observatories,821.918,30.526,-30.526
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,1,Radial Velocity,2014,Multiple Observatories,872.92,28.353,-28.353
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,1,Radial Velocity,2014,Multiple Observatories,914.221,30.32,-30.32
NGC 2682 YBP 401 b,NGC 2682 YBP 401,1,Radial Velocity,2016,La Silla Observatory,830.822,21.8685,-21.8685
NGTS-1 b,NGTS-1,1,Transit,2017,Next-Generation Transit Survey (NGTS),218.121,1.037,-1.037
NGTS-10 b,NGTS-10,1,Transit,2020,Next-Generation Transit Survey (NGTS),324.6986504,27.52228744,-27.52228744
NGTS-11 b,NGTS-11,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),190.422,1.777,-1.744
NGTS-12 b,NGTS-12,1,Transit,2020,Next-Generation Transit Survey (NGTS),446.442,7.706,-7.453
NGTS-13 b,NGTS-13,1,Transit,2021,Next-Generation Transit Survey (NGTS),647.595,15.059,-14.402
NGTS-14 A b,NGTS-14 A,1,Transit,2021,Next-Generation Transit Survey (NGTS),322.148,3.632,-3.553
NGTS-15 b,NGTS-15,1,Transit,2021,Next-Generation Transit Survey (NGTS),786.485,10.685,-10.408
NGTS-16 b,NGTS-16,1,Transit,2021,Next-Generation Transit Survey (NGTS),898.168,17.701,-17.042
NGTS-17 b,NGTS-17,1,Transit,2021,Next-Generation Transit Survey (NGTS),1040.28,22.05,-21.16
NGTS-18 b,NGTS-18,1,Transit,2021,Next-Generation Transit Survey (NGTS),1096.19,43.11,-40.02
NGTS-2 b,NGTS-2,1,Transit,2018,Next-Generation Transit Survey (NGTS),356.391,8.2,-7.845
NGTS-20 b,NGTS-20,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),382.898,7.433,-7.159
NGTS-21 b,NGTS-21,1,Transit,2022,Next-Generation Transit Survey (NGTS),592.891,15.995,-15.19
NGTS-23 b,NGTS-23,1,Transit,2022,Next-Generation Transit Survey (NGTS),1074.95,19.91,-19.21
NGTS-24 b,NGTS-24,1,Transit,2022,Next-Generation Transit Survey (NGTS),683.062,11.048,-10.709
NGTS-25 b,NGTS-25,1,Transit,2022,Next-Generation Transit Survey (NGTS),521.233,8.367,-8.112001
NGTS-26 b,NGTS-26,1,Transit,2024,Next-Generation Transit Survey (NGTS),1093.69,43.12,-40.03
NGTS-27 b,NGTS-27,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),942.122,29.592,-27.874
NGTS-3 A b,NGTS-3 A,1,Transit,2018,Next-Generation Transit Survey (NGTS),743.972,10.892,-10.588
NGTS-30 b,NGTS-30,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),238.377,2.438,-2.389
NGTS-33 b,NGTS-33,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),437.855,4.371,-4.286
NGTS-4 b,NGTS-4,1,Transit,2019,Next-Generation Transit Survey (NGTS),280.555,1.822,-1.799
NGTS-5 b,NGTS-5,1,Transit,2019,Next-Generation Transit Survey (NGTS),306.779,2.601,-2.558
NGTS-6 b,NGTS-6,1,Transit,2019,Next-Generation Transit Survey (NGTS),308.262,1.418,-1.407
NGTS-8 b,NGTS-8,1,Transit,2019,Next-Generation Transit Survey (NGTS),428.976,5.621,-5.481
NGTS-9 b,NGTS-9,1,Transit,2019,Next-Generation Transit Survey (NGTS),609.128,15.952,-15.171
NN Ser c,NN Ser,2,Eclipse Timing Variations,2010,Multiple Observatories,515.818,28.166,-25.435
NN Ser d,NN Ser,2,Eclipse Timing Variations,2010,Multiple Observatories,515.818,28.166,-25.435
NSVS 14256825 b,NSVS 14256825,1,Eclipse Timing Variations,2019,Multiple Observatories,820.877,41.457,-41.457
NY Vir b,NY Vir,2,Eclipse Timing Variations,2011,Multiple Observatories,544.024,18.8765,-18.8765
NY Vir c,NY Vir,2,Eclipse Timing Variations,2019,Winer Observatory,544.024,18.8765,-18.8765
OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,1,Microlensing,2004,OGLE,5800,600,-700
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,1,Microlensing,2005,OGLE,3200,400,-400
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,1,Microlensing,2006,OGLE,4100,400,-400
OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,1,Microlensing,2005,OGLE,6600,1000,-1000
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,2,Microlensing,2008,OGLE,1510,110,-120
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,2,Microlensing,2008,OGLE,1510,110,-120
OGLE-2006-BLG-284L A b,OGLE-2006-BLG-284L A,1,Microlensing,2020,OGLE,4000,1500,-1500
OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,1,Microlensing,2016,OGLE,2760,380,-380
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,1,Microlensing,2009,OGLE,5900,900,-1400
OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,1,Microlensing,2014,OGLE,8100,,
OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,1,Microlensing,2014,OGLE,6800,1100,-1100
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,1,Microlensing,2018,OGLE,6100,1300,-1700
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,1,Microlensing,2012,OGLE,2570,610,-610
OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,1,Microlensing,2015,OGLE,4380,510,-450
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,2,Microlensing,2012,OGLE,4019,380,-380
OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,2,Microlensing,2012,OGLE,4019,380,-380
OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,1,Microlensing,2013,OGLE,1760,130,-130
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,1,Microlensing,2013,OGLE,4970,290,-290
OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,1,Microlensing,2015,OGLE,1300,600,-800
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,1,Microlensing,2016,OGLE,6700,1100,-1200
OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,1,Microlensing,2020,OGLE,6320,830,-1040
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,1,Microlensing,2016,OGLE,2600,500,-700
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,1,Microlensing,2014,OGLE,3040,310,-310
OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,1,Microlensing,2017,OGLE,3900,1500,-1300
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,1,Microlensing,2014,OGLE,911,70,-70
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,1,Microlensing,2019,OGLE,3220,470,-350
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,1,Microlensing,2017,OGLE,6300,1100,-1600
OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,1,Microlensing,2018,OGLE,6900,1000,-1200
OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,1,Microlensing,2015,OGLE,3500,200,-200
OGLE-2014-BLG-0221L b,OGLE-2014-BLG-0221L,1,Microlensing,2024,OGLE,3680,1130,-1160
OGLE-2014-BLG-0319L b,OGLE-2014-BLG-0319L,1,Microlensing,2022,OGLE,7730,1140,-2840
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,1,Microlensing,2016,OGLE,2670,770,-1410
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,2,Microlensing,2018,OGLE,6400,1280,-1870
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,2,Microlensing,2018,OGLE,6400,1280,-1870
OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,1,Microlensing,2016,OGLE,6860,1110,-1110
OGLE-2015-BLG-0051L b,OGLE-2015-BLG-0051L,1,Microlensing,2016,OGLE,8200,900,-900
OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,1,Microlensing,2016,KMTNet,1200,1100,-500
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,1,Microlensing,2016,OGLE,3300,,
OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,1,Microlensing,2019,OGLE,4230,1510,-1640
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,1,Microlensing,2019,OGLE,6700,1000,-1300
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,1,Microlensing,2020,OGLE,7070,1000,-1090
OGLE-2016-BLG-0007L b,OGLE-2016-BLG-0007L,1,Microlensing,2025,OGLE,4300,1100,-1400
OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,1,Microlensing,2017,OGLE,6500,1300,-1900
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,1,Microlensing,2017,OGLE,3410,1340,-1420
OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,1,Microlensing,2019,OGLE,3730,660,-670
OGLE-2016-BLG-1093L b,OGLE-2016-BLG-1093L,1,Microlensing,2022,OGLE,8120,690,-690
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,1,Microlensing,2017,OGLE,6770,80,-90
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,1,Microlensing,2017,OGLE,3910,420,-460
OGLE-2016-BLG-1227L b,OGLE-2016-BLG-1227L,1,Microlensing,2020,OGLE,,,
OGLE-2016-BLG-1598L b,OGLE-2016-BLG-1598L,1,Microlensing,2024,OGLE,5910,1740,-1740
OGLE-2016-BLG-1800L b,OGLE-2016-BLG-1800L,1,Microlensing,2024,OGLE,6480,1030,-1030
OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,1,Microlensing,2018,OGLE,4705,1468,-1763
OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,1,Microlensing,2018,OGLE,5915,1123,-1478
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,1,Microlensing,2020,OGLE,5200,500,-500
OGLE-2017-BLG-0448L b,OGLE-2017-BLG-0448L,1,Microlensing,2024,OGLE,7530,870,-1540
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,1,Microlensing,2018,OGLE,5800,1800,-2100
OGLE-2017-BLG-0604L b,OGLE-2017-BLG-0604L,1,Microlensing,2020,OGLE,3950,1870,-1310
OGLE-2017-BLG-0640L b,OGLE-2017-BLG-0640L,1,Microlensing,2024,OGLE,6630,1090,-1450
OGLE-2017-BLG-1049L b,OGLE-2017-BLG-1049L,1,Microlensing,2020,OGLE,5670,1110,-1520
OGLE-2017-BLG-1099L b,OGLE-2017-BLG-1099L,1,Microlensing,2021,OGLE,7250,1060,-1400
OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,1,Microlensing,2018,OGLE,,,
OGLE-2017-BLG-1237L b,OGLE-2017-BLG-1237L,1,Microlensing,2024,OGLE,6030,940,-1530
OGLE-2017-BLG-1275L b,OGLE-2017-BLG-1275L,1,Microlensing,2024,OGLE,7690,900,-900
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,1,Microlensing,2020,OGLE,3930,1490,-910
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,1,Microlensing,2018,OGLE,860,50,-50
OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,1,Microlensing,2018,OGLE,7490,910,-880
OGLE-2017-BLG-1691L b,OGLE-2017-BLG-1691L,1,Microlensing,2022,OGLE,7290,1010,-1330
OGLE-2017-BLG-1806L b,OGLE-2017-BLG-1806L,1,Microlensing,2023,OGLE,6400,770,-1510
OGLE-2018-BLG-0298L b,OGLE-2018-BLG-0298L,1,Microlensing,2022,OGLE,6540,950,-1230
OGLE-2018-BLG-0383L b,OGLE-2018-BLG-0383L,1,Microlensing,2022,OGLE,7700,600,-600
OGLE-2018-BLG-0506L b,OGLE-2018-BLG-0506L,1,Microlensing,2022,OGLE,5600,1400,-1600
OGLE-2018-BLG-0516L b,OGLE-2018-BLG-0516L,1,Microlensing,2022,OGLE,7000,900,-2200
OGLE-2018-BLG-0532L b,OGLE-2018-BLG-0532L,1,Microlensing,2020,OGLE,773,102,-99
OGLE-2018-BLG-0567L b,OGLE-2018-BLG-0567L,1,Microlensing,2021,OGLE,7060,930,-1150
OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,1,Microlensing,2019,OGLE,5650,750,-750
OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,1,Microlensing,2020,OGLE,7580,1150,-1350
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,1,Microlensing,2019,OGLE,3200,500,-500
OGLE-2018-BLG-0799L b,OGLE-2018-BLG-0799L,1,Microlensing,2022,OGLE,4050,1780,-1160
OGLE-2018-BLG-0932L b,OGLE-2018-BLG-0932L,1,Microlensing,2022,KMTNet,6620,910,-860
OGLE-2018-BLG-0962L b,OGLE-2018-BLG-0962L,1,Microlensing,2021,OGLE,6500,1060,-1750
OGLE-2018-BLG-0977L b,OGLE-2018-BLG-0977L,1,Microlensing,2022,OGLE,6500,1200,-2200
OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,2,Microlensing,2019,OGLE,7100,1100,-1500
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,2,Microlensing,2019,OGLE,7100,1100,-1500
OGLE-2018-BLG-1119L b,OGLE-2018-BLG-1119L,1,Microlensing,2022,OGLE,5760,1430,-2480
OGLE-2018-BLG-1126L b,OGLE-2018-BLG-1126L,1,Microlensing,2022,KMTNet,5700,1820,-2420
OGLE-2018-BLG-1185L b,OGLE-2018-BLG-1185L,1,Microlensing,2021,OGLE,7400,510,-880
OGLE-2018-BLG-1212L b,OGLE-2018-BLG-1212L,1,Microlensing,2022,KMTNet,1550,1260,-540
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,1,Microlensing,2020,OGLE,2510,900,-610
OGLE-2018-BLG-1367L b,OGLE-2018-BLG-1367L,1,Microlensing,2022,KMTNet,5370,1500,-1420
OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,1,Microlensing,2021,OGLE,6220,1030,-1510
OGLE-2018-BLG-1647L b,OGLE-2018-BLG-1647L,1,Microlensing,2022,KMTNet,7880,1180,-1000
OGLE-2018-BLG-1700L b,OGLE-2018-BLG-1700L,1,Microlensing,2020,OGLE,7600,1200,-900
OGLE-2019-BLG-0249L b,OGLE-2019-BLG-0249L,1,Microlensing,2023,OGLE,6370,820,-820
OGLE-2019-BLG-0299L b,OGLE-2019-BLG-0299L,1,Microlensing,2021,OGLE,5830,1210,-1850
OGLE-2019-BLG-0304L b,OGLE-2019-BLG-0304L,1,Microlensing,2021,OGLE,6980,910,-900
OGLE-2019-BLG-0362L b,OGLE-2019-BLG-0362L,1,Microlensing,2022,OGLE,5830,1040,-1550
OGLE-2019-BLG-0468L b,OGLE-2019-BLG-0468L,2,Microlensing,2022,OGLE,4400,1150,-1020
OGLE-2019-BLG-0468L c,OGLE-2019-BLG-0468L,2,Microlensing,2022,OGLE,4400,1150,-1020
OGLE-2019-BLG-0679L b,OGLE-2019-BLG-0679L,1,Microlensing,2023,OGLE,5630,1710,-1710
OGLE-2019-BLG-0954L b,OGLE-2019-BLG-0954L,1,Microlensing,2021,OGLE,3630,1220,-1640
OGLE-2019-BLG-0960L b,OGLE-2019-BLG-0960L,1,Microlensing,2021,OGLE,980,210,-210
OGLE-2019-BLG-1053L b,OGLE-2019-BLG-1053L,1,Microlensing,2021,KMTNet,6800,600,-900
OGLE-2019-BLG-1180L b,OGLE-2019-BLG-1180L,1,Microlensing,2023,OGLE,6070,870,-1320
OGLE-2019-BLG-1470L AB c,OGLE-2019-BLG-1470L A,1,Microlensing,2022,OGLE,5900,1200,-2700
OGLE-2019-BLG-1492L b,OGLE-2019-BLG-1492L,1,Microlensing,2022,OGLE,5600,1700,-2200
OGLE-2023-BLG-0836L b,OGLE-2023-BLG-0836L,1,Microlensing,2024,OGLE,5120,1360,-1610
OGLE-TR-10 b,OGLE-TR-10,1,Transit,2004,OGLE,1344.97,111.665,-111.665
OGLE-TR-111 b,OGLE-TR-111,1,Transit,2004,OGLE,1068.33,64.795,-64.795
OGLE-TR-113 b,OGLE-TR-113,1,Transit,2004,OGLE,566.459,11.489,-11.05
OGLE-TR-132 b,OGLE-TR-132,1,Transit,2004,OGLE,2012.62,231.82,-231.82
OGLE-TR-182 b,OGLE-TR-182,1,Transit,2007,OGLE,2501.75,399.855,-399.855
OGLE-TR-211 b,OGLE-TR-211,1,Transit,2007,OGLE,1515.26,109.825,-109.825
OGLE-TR-56 b,OGLE-TR-56,1,Transit,2002,OGLE,282.8391387,1.82608542,-1.82608542
OGLE2-TR-L9 b,OGLE2-TR-L9,1,Transit,2008,OGLE,1627.63,80.28,-73.2
Oph 11 b,Oph 11,1,Imaging,2006,Gemini Observatory,136.165592,7.52820842,-7.52820842
PDS 70 b,PDS 70,2,Imaging,2018,Paranal Observatory,113.064,0.523,-0.519
PDS 70 c,PDS 70,2,Imaging,2019,European Southern Observatory,113.064,0.523,-0.519
PH1 b,PH1,1,Transit,2012,Kepler,1033.16,,
PH2 b,PH2,1,Transit,2013,Kepler,343.863,3.631,-3.557
POTS-1 b,POTS-1,1,Transit,2013,La Silla Observatory,747.959,46.4025,-46.4025
PSR B0329+54 b,PSR B0329+54,1,Pulsar Timing,2017,Multiple Facilities,504.9331206,278.1322545,-278.1322545
PSR B1257+12 b,PSR B1257+12,3,Pulsar Timing,1994,Arecibo Observatory,600,100,-100
PSR B1257+12 c,PSR B1257+12,3,Pulsar Timing,1992,Arecibo Observatory,600,100,-100
PSR B1257+12 d,PSR B1257+12,3,Pulsar Timing,1992,Arecibo Observatory,600,100,-100
PSR B1620-26 b,PSR B1620-26,1,Pulsar Timing,2003,Hubble Space Telescope,,,
PSR J1719-1438 b,PSR J1719-1438,1,Pulsar Timing,2011,Parkes Observatory,1200,300,-300
PSR J2322-2650 b,PSR J2322-2650,1,Pulsar Timing,2017,Parkes Observatory,230,90,-50
PZ Tel b,PZ Tel,1,Imaging,2023,W. M. Keck Observatory,47.0648,0.1347,-0.1338
Pr0201 b,Pr0201,1,Radial Velocity,2012,Fred Lawrence Whipple Observatory,180.64,2.488,-2.423
Pr0211 b,Pr0211,2,Radial Velocity,2012,Fred Lawrence Whipple Observatory,182.714,1.063,-1.051
Pr0211 c,Pr0211,2,Radial Velocity,2016,Roque de los Muchachos Observatory,182.714,1.063,-1.051
Proxima Cen b,Proxima Cen,1,Radial Velocity,2016,European Southern Observatory,1.30119,0.00034,-0.00035
Qatar-1 b,Qatar-1,1,Transit,2010,Qatar,185.615,0.805,-0.797
Qatar-10 b,Qatar-10,1,Transit,2019,Qatar,559.068,6.085,-5.957
Qatar-2 b,Qatar-2,1,Transit,2011,Qatar,181.374,1.218,-1.203
Qatar-3 b,Qatar-3,1,Transit,2017,Qatar,735.601,33.463,-30.723
Qatar-4 b,Qatar-4,1,Transit,2017,Qatar,329.036,2.891,-2.843
Qatar-5 b,Qatar-5,1,Transit,2017,Qatar,367.658,8.089,-7.755
Qatar-6 b,Qatar-6,1,Transit,2017,Qatar,100.848,0.464,-0.46
Qatar-7 b,Qatar-7,1,Transit,2019,Qatar,705.981,26.066,-24.305
Qatar-8 b,Qatar-8,1,Transit,2019,Qatar,281.498,2.588,-2.543
Qatar-9 b,Qatar-9,1,Transit,2019,Qatar,213.771,0.84,-0.834
ROXs 12 b,ROXs 12,1,Imaging,2013,W. M. Keck Observatory,136.65,0.788,-0.779
ROXs 42 B b,ROXs 42 B,1,Imaging,2013,Multiple Observatories,143.59,1.542,-1.511
RR Cae b,RR Cae,1,Eclipse Timing Variations,2012,Leoncito Astronomical Complex,21.1916,0.011,-0.011
Ross 128 b,Ross 128,1,Radial Velocity,2017,La Silla Observatory,3.37454,0.000805,-0.000805
Ross 458 c,Ross 458,1,Imaging,2010,Las Campanas Observatory,11.5094,0.02025,-0.02025
Ross 508 b,Ross 508,1,Radial Velocity,2022,Subaru Telescope,11.2103,0.0107,-0.0107
SPECULOOS-3 b,SPECULOOS-3,1,Transit,2024,SPECULOOS Southern Observatory,,,
SR 12 AB c,SR 12 AB,1,Imaging,2010,Infrared Survey Facility,112.3172158,5.4094838,-5.4094838
SWEEPS-11 b,SWEEPS-11,1,Transit,2006,Hubble Space Telescope,8500,,
SWEEPS-4 b,SWEEPS-4,1,Transit,2006,Hubble Space Telescope,8500,,
TAP 26 b,TAP 26,1,Radial Velocity,2017,Multiple Facilities,121.402,0.569,-0.563
TCP J05074264+2447555 b,TCP J05074264+2447555,1,Microlensing,2018,Multiple Observatories,505,47,-47
TIC 139270665 b,TIC 139270665,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),189.875,1.615,-1.589
TIC 139270665 c,TIC 139270665,2,Radial Velocity,2024,Lick Observatory,189.875,1.615,-1.589
